,base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,timezone,visibility,weather,wind
201,stations,{'all': 41},200,"{'lon': 25.57, 'lat': -33.92}",1575500407.0,964420.0,"{'temp': 53.6, 'pressure': 1027, 'humidity': 81, 'temp_min': 53.6, 'temp_max': 53.6}",,Port Elizabeth,,,"{'type': 1, 'id': 1973, 'country': 'ZA', 'sunrise': 1575514782, 'sunset': 1575566217}",7200.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.36, 'deg': 280}"
202,stations,{'all': 0},200,"{'lon': 9.99, 'lat': 56.99}",1575500676.0,2621449.0,"{'temp': 43.27, 'pressure': 1011, 'humidity': 92, 'temp_min': 43, 'temp_max': 44.01}",,Gistrup,,,"{'type': 3, 'id': 2019789, 'country': 'DK', 'sunrise': 1575531547, 'sunset': 1575556933}",3600.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.01, 'deg': 222, 'gust': 11.01}"
203,model,{'all': 100},200,"{'lon': -53.46, 'lat': -33.69}",1575500676.0,3443061.0,"{'temp': 67.01, 'pressure': 1010, 'humidity': 81, 'temp_min': 67.01, 'temp_max': 67.01, 'sea_level': 1010, 'grnd_level': 1009}",,Chuy,{'3h': 0.25},,"{'country': 'UY', 'sunrise': 1575447386, 'sunset': 1575498710}",-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 7.83, 'deg': 223}"
204,model,{'all': 44},200,"{'lon': 170.5, 'lat': -45.87}",1575500494.0,2191562.0,"{'temp': 54.84, 'pressure': 997, 'humidity': 66, 'temp_min': 54.84, 'temp_max': 54.84, 'sea_level': 997, 'grnd_level': 996}",,Dunedin,,,"{'country': 'NZ', 'sunrise': 1575477772, 'sunset': 1575533642}",46800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 10.58, 'deg': 146}"
205,stations,{'all': 75},200,"{'lon': 30.79, 'lat': 59.7}",1575500670.0,546105.0,"{'temp': 39.04, 'pressure': 1004, 'humidity': 86, 'temp_min': 37.99, 'temp_max': 39.99}",,Nikolskoye,,,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1575527770, 'sunset': 1575550724}",10800.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 13.42, 'deg': 260}"
206,,,404,,,,,city not found,,,,,,,,
207,stations,{'all': 0},200,"{'lon': 15.16, 'lat': -26.65}",1575500676.0,3355672.0,"{'temp': 87.8, 'pressure': 1007, 'humidity': 62, 'temp_min': 87.8, 'temp_max': 87.8}",,Luderitz,,,"{'type': 1, 'id': 2260, 'country': 'NA', 'sunrise': 1575518298, 'sunset': 1575567700}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 9.17, 'deg': 130}"
208,model,{'all': 100},200,"{'lon': -45.24, 'lat': 60.14}",1575500668.0,3421765.0,"{'temp': 24.31, 'pressure': 987, 'humidity': 39, 'temp_min': 24.31, 'temp_max': 24.31, 'sea_level': 987, 'grnd_level': 980}",,Nanortalik,,,"{'country': 'GL', 'sunrise': 1575459755, 'sunset': 1575482394}",-10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 9.57, 'deg': 341}"
209,,,404,,,,,city not found,,,,,,,,
210,model,{'all': 0},200,"{'lon': -106.89, 'lat': 23.92}",1575500676.0,4002745.0,"{'temp': 73.08, 'pressure': 1014, 'humidity': 76, 'temp_min': 73.08, 'temp_max': 73.08, 'sea_level': 1014, 'grnd_level': 1009}",,La Cruz,,,"{'country': 'MX', 'sunrise': 1575466543, 'sunset': 1575505206}",-25200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.92, 'deg': 291}"
211,model,{'all': 98},200,"{'lon': 109.3, 'lat': 13.08}",1575500499.0,1563281.0,"{'temp': 72.68, 'pressure': 1016, 'humidity': 76, 'temp_min': 72.68, 'temp_max': 72.68, 'sea_level': 1016, 'grnd_level': 1015}",,Tuy Hoa,,,"{'country': 'VN', 'sunrise': 1575499889, 'sunset': 1575540909}",25200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 33.8, 'deg': 343}"
212,,,404,,,,,city not found,,,,,,,,
213,stations,{'all': 90},200,"{'lon': -155.08, 'lat': 19.71}",1575500670.0,5855927.0,"{'temp': 74.43, 'pressure': 1016, 'humidity': 73, 'temp_min': 70, 'temp_max': 77}",,Hilo,,,"{'type': 1, 'id': 7881, 'country': 'US', 'sunrise': 1575477636, 'sunset': 1575517251}",-36000.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'speed': 3.36}
214,stations,{'all': 90},200,"{'lon': 117.88, 'lat': -35.02}",1575500436.0,2077963.0,"{'temp': 62.6, 'pressure': 1019, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}",,Albany,,,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1575492458, 'sunset': 1575544220}",28800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 100}"
215,model,{'all': 77},200,"{'lon': 49.99, 'lat': 62.22}",1575500677.0,580182.0,"{'temp': 9.52, 'pressure': 1002, 'humidity': 97, 'temp_min': 9.52, 'temp_max': 9.52, 'sea_level': 1002, 'grnd_level': 988}",,Aykino,,,"{'country': 'RU', 'sunrise': 1575524603, 'sunset': 1575544671}",10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.66, 'deg': 205}"
216,,,404,,,,,city not found,,,,,,,,
217,stations,{'all': 20},200,"{'lon': 147.06, 'lat': -42.78}",1575500677.0,2155415.0,"{'temp': 58.95, 'pressure': 994, 'humidity': 41, 'temp_min': 57, 'temp_max': 60.8}",,New Norfolk,,,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1575484069, 'sunset': 1575538599}",39600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 24.16, 'deg': 290, 'gust': 39.15}"
218,model,{'all': 100},200,"{'lon': 87.96, 'lat': 65.8}",1575500677.0,1488903.0,"{'temp': 1.04, 'pressure': 1026, 'humidity': 96, 'temp_min': 1.04, 'temp_max': 1.04, 'sea_level': 1026, 'grnd_level': 1016}",,Turukhansk,,{'3h': 0.25},"{'country': 'RU', 'sunrise': 1575518552, 'sunset': 1575532492}",25200.0,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 10.09, 'deg': 180}"
219,stations,{'all': 20},200,"{'lon': -82.29, 'lat': 22.72}",1575500677.0,3567655.0,"{'temp': 75.2, 'pressure': 1015, 'humidity': 57, 'temp_min': 75.2, 'temp_max': 75.2}",,Batabano,,,"{'type': 1, 'id': 7236, 'country': 'CU', 'sunrise': 1575460497, 'sunset': 1575499441}",-18000.0,9000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 8.05, 'deg': 330}"
220,stations,{'all': 75},200,"{'lon': -44.24, 'lat': -20.33}",1575500677.0,3451126.0,"{'temp': 73.4, 'pressure': 1016, 'humidity': 69, 'temp_min': 73.4, 'temp_max': 73.4}",,Bonfim,,,"{'type': 1, 'id': 8329, 'country': 'BR', 'sunrise': 1575446914, 'sunset': 1575494756}",-10800.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.05, 'deg': 80}"
221,stations,{'all': 20},200,"{'lon': -72.45, 'lat': 11.78}",1575500677.0,3675504.0,"{'temp': 86, 'pressure': 1007, 'humidity': 79, 'temp_min': 86, 'temp_max': 86}",,Manaure,,,"{'type': 1, 'id': 8595, 'country': 'CO', 'sunrise': 1575456960, 'sunset': 1575498254}",-18000.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 13.87, 'deg': 40}"
222,stations,{'all': 85},200,"{'lon': -34.84, 'lat': -6.97}",1575500677.0,3404558.0,"{'temp': 78.8, 'pressure': 1013, 'humidity': 78, 'temp_min': 78.8, 'temp_max': 78.8}",,Cabedelo,,,"{'type': 1, 'id': 8391, 'country': 'BR', 'sunrise': 1575446074, 'sunset': 1575491082}",-10800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.93, 'deg': 100}"
223,model,{'all': 100},200,"{'lon': 7.99, 'lat': 59.45}",1575500677.0,3159400.0,"{'temp': 35.04, 'pressure': 1005, 'humidity': 98, 'temp_min': 35.04, 'temp_max': 35.04, 'sea_level': 1005, 'grnd_level': 918}",,Dalen,{'3h': 0.75},,"{'country': 'NO', 'sunrise': 1575533123, 'sunset': 1575556317}",3600.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.21, 'deg': 249}"
224,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
225,stations,{'all': 4},200,"{'lon': 20.04, 'lat': -34.53}",1575500671.0,1015776.0,"{'temp': 62.62, 'pressure': 1024, 'humidity': 55, 'temp_min': 61, 'temp_max': 64.4}",,Bredasdorp,,,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1575516016, 'sunset': 1575567639}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 17.22, 'deg': 140}"
226,,,404,,,,,city not found,,,,,,,,
227,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
228,stations,{'all': 20},200,"{'lon': 57.7, 'lat': -20.41}",1575500672.0,934322.0,"{'temp': 75.09, 'pressure': 1014, 'humidity': 88, 'temp_min': 75, 'temp_max': 75.2}",,Mahebourg,,,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1575508846, 'sunset': 1575556727}",14400.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.82, 'deg': 330}"
229,model,{'all': 75},200,"{'lon': 35.3, 'lat': -15.18}",1575500677.0,927643.0,"{'temp': 73.74, 'pressure': 1014, 'humidity': 77, 'temp_min': 73.74, 'temp_max': 73.74, 'sea_level': 1014, 'grnd_level': 940}",,Machinga,{'3h': 1.06},,"{'country': 'MW', 'sunrise': 1575514804, 'sunset': 1575561523}",7200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 9.53, 'deg': 144}"
230,model,{'all': 50},200,"{'lon': -5.72, 'lat': -15.94}",1575500677.0,3370903.0,"{'temp': 69.58, 'pressure': 1016, 'humidity': 73, 'temp_min': 69.58, 'temp_max': 69.58, 'sea_level': 1016, 'grnd_level': 1016}",,Jamestown,,,"{'country': 'SH', 'sunrise': 1575438155, 'sunset': 1575485019}",0.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 15.73, 'deg': 129}"
231,stations,{'all': 0},200,"{'lon': 18.42, 'lat': -33.93}",1575500625.0,3369157.0,"{'temp': 63.25, 'pressure': 1018, 'humidity': 55, 'temp_min': 62.01, 'temp_max': 64.99}",,Cape Town,,,"{'type': 1, 'id': 1899, 'country': 'ZA', 'sunrise': 1575516497, 'sunset': 1575567935}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.05, 'deg': 150}"
232,model,{'all': 81},200,"{'lon': -41.05, 'lat': -21.64}",1575500465.0,3448903.0,"{'temp': 74.16, 'pressure': 1017, 'humidity': 83, 'temp_min': 74.16, 'temp_max': 74.16, 'sea_level': 1017, 'grnd_level': 1016}",,Sao Joao da Barra,,,"{'country': 'BR', 'sunrise': 1575445996, 'sunset': 1575494141}",-10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 18.05, 'deg': 53}"
233,,,404,,,,,city not found,,,,,,,,
234,stations,{'all': 75},200,"{'lon': 124.16, 'lat': 24.34}",1575500677.0,1861416.0,"{'temp': 64.4, 'pressure': 1022, 'humidity': 100, 'temp_min': 64.4, 'temp_max': 64.4}",,Ishigaki,,,"{'type': 1, 'id': 8139, 'country': 'JP', 'sunrise': 1575497555, 'sunset': 1575536108}",32400.0,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 21.92, 'deg': 50}"
235,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
236,model,{'all': 100},200,"{'lon': -39.27, 'lat': -17.73}",1575500677.0,3466980.0,"{'temp': 72.41, 'pressure': 1016, 'humidity': 98, 'temp_min': 72.41, 'temp_max': 72.41, 'sea_level': 1016, 'grnd_level': 1008}",,Caravelas,{'3h': 2.44},,"{'country': 'BR', 'sunrise': 1575446013, 'sunset': 1575493270}",-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.58, 'deg': 145}"
237,stations,{'all': 64},200,"{'lon': -18.53, 'lat': 65.97}",1575500677.0,2632287.0,"{'temp': 28.4, 'pressure': 974, 'humidity': 68, 'temp_min': 28.4, 'temp_max': 28.4}",,Dalvik,,,"{'type': 1, 'id': 83, 'country': 'IS', 'sunrise': 1575457772, 'sunset': 1575471554}",0.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 19.46, 'deg': 211}"
238,stations,{'all': 0},200,"{'lon': -17.03, 'lat': 20.93}",1575500677.0,2377457.0,"{'temp': 64.4, 'pressure': 1018, 'humidity': 63, 'temp_min': 64.4, 'temp_max': 64.4}",,Nouadhibou,,,"{'type': 1, 'id': 2444, 'country': 'MR', 'sunrise': 1575444625, 'sunset': 1575483980}",0.0,8000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.87, 'deg': 10}"
239,stations,{'all': 40},200,"{'lon': -70.91, 'lat': -53.16}",1575500666.0,3874787.0,"{'temp': 51.91, 'pressure': 1007, 'humidity': 50, 'temp_min': 50, 'temp_max': 53.6}",,Punta Arenas,,,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1575447273, 'sunset': 1575507202}",-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 34.45, 'deg': 260}"
240,stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1575500669.0,3833367.0,"{'temp': 51.26, 'pressure': 999, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.6}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1575446052, 'sunset': 1575507175}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 32.21, 'deg': 230, 'gust': 44.96}"
241,model,{'all': 100},200,"{'lon': -39.27, 'lat': -17.73}",1575500677.0,3466980.0,"{'temp': 72.41, 'pressure': 1016, 'humidity': 98, 'temp_min': 72.41, 'temp_max': 72.41, 'sea_level': 1016, 'grnd_level': 1008}",,Caravelas,{'3h': 2.44},,"{'country': 'BR', 'sunrise': 1575446013, 'sunset': 1575493270}",-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.58, 'deg': 145}"
242,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
243,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
244,stations,{'all': 75},200,"{'lon': -147.72, 'lat': 64.84}",1575500571.0,5861897.0,"{'temp': -8.43, 'pressure': 1019, 'humidity': 76, 'temp_min': -11.2, 'temp_max': -4}",,Fairbanks,,,"{'type': 1, 'id': 7683, 'country': 'US', 'sunrise': 1575487646, 'sunset': 1575503708}",-32400.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.04, 'deg': 32}"
245,stations,{'all': 90},200,"{'lon': -73.83, 'lat': -41.87}",1575500678.0,3899695.0,"{'temp': 60.8, 'pressure': 1023, 'humidity': 63, 'temp_min': 60.8, 'temp_max': 60.8}",,Ancud,,,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1575450870, 'sunset': 1575505006}",-10800.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 10.29, 'deg': 140}"
246,stations,{'all': 40},200,"{'lon': -68.31, 'lat': -54.81}",1575500669.0,3833367.0,"{'temp': 51.26, 'pressure': 999, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.6}",,Ushuaia,,,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1575446052, 'sunset': 1575507175}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 32.21, 'deg': 230, 'gust': 44.96}"
247,stations,{'all': 76},200,"{'lon': 26.89, 'lat': -33.59}",1575500671.0,964432.0,"{'temp': 63, 'pressure': 1025, 'humidity': 74, 'temp_min': 63, 'temp_max': 63}",,Port Alfred,,,"{'type': 3, 'id': 2011314, 'country': 'ZA', 'sunrise': 1575514516, 'sunset': 1575565850}",7200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.99, 'deg': 51, 'gust': 4}"
248,,,404,,,,,city not found,,,,,,,,
249,stations,{'all': 1},200,"{'lon': -76.2, 'lat': -13.71}",1575500678.0,3932145.0,"{'temp': 70.32, 'pressure': 1011, 'humidity': 30, 'temp_min': 69.01, 'temp_max': 71.6}",,Pisco,,,"{'type': 1, 'id': 8691, 'country': 'PE', 'sunrise': 1575455311, 'sunset': 1575501703}",-18000.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 16.11, 'deg': 220}"
250,model,{'all': 0},200,"{'lon': 111.97, 'lat': 43.65}",1575500678.0,2037485.0,"{'temp': 8.01, 'pressure': 1047, 'humidity': 68, 'temp_min': 8.01, 'temp_max': 8.01, 'sea_level': 1047, 'grnd_level': 923}",,Erenhot,,,"{'country': 'CN', 'sunrise': 1575503361, 'sunset': 1575536155}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.1, 'deg': 118}"
251,model,{'all': 67},200,"{'lon': 61.4, 'lat': 41.19}",1575500678.0,1514792.0,"{'temp': 45.77, 'pressure': 1019, 'humidity': 74, 'temp_min': 45.77, 'temp_max': 45.77, 'sea_level': 1019, 'grnd_level': 1002}",,Gazojak,,,"{'country': 'TM', 'sunrise': 1575515043, 'sunset': 1575548753}",18000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.01, 'deg': 279}"
252,stations,{'all': 4},200,"{'lon': 20.04, 'lat': -34.53}",1575500671.0,1015776.0,"{'temp': 62.62, 'pressure': 1024, 'humidity': 55, 'temp_min': 61, 'temp_max': 64.4}",,Bredasdorp,,,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1575516016, 'sunset': 1575567639}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 17.22, 'deg': 140}"
253,model,{'all': 100},200,"{'lon': 147.9, 'lat': 70.62}",1575500674.0,2126123.0,"{'temp': -11.36, 'pressure': 1029, 'humidity': 92, 'temp_min': -11.36, 'temp_max': -11.36, 'sea_level': 1029, 'grnd_level': 1027}",,Chokurdakh,,,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 11.63, 'deg': 59}"
254,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
255,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
256,model,{'all': 0},200,"{'lon': 115.35, 'lat': -33.64}",1575500673.0,2075265.0,"{'temp': 71.85, 'pressure': 1017, 'humidity': 56, 'temp_min': 71.85, 'temp_max': 71.85, 'sea_level': 1017, 'grnd_level': 1015}",,Busselton,,,"{'country': 'AU', 'sunrise': 1575493278, 'sunset': 1575544615}",28800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.08, 'deg': 118}"
257,,,404,,,,,city not found,,,,,,,,
258,model,{'all': 100},200,"{'lon': -56.15, 'lat': 72.79}",1575500678.0,3418910.0,"{'temp': 12.06, 'pressure': 1002, 'humidity': 84, 'temp_min': 12.06, 'temp_max': 12.06, 'sea_level': 1002, 'grnd_level': 999}",,Upernavik,,{'3h': 1.63},"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-10800.0,,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]","{'speed': 15.1, 'deg': 126}"
259,stations,{'all': 20},200,"{'lon': -38.6, 'lat': -3.71}",1575500674.0,6320062.0,"{'temp': 81.72, 'pressure': 1011, 'humidity': 69, 'temp_min': 81, 'temp_max': 82.4}",,Vila Velha,,,"{'type': 1, 'id': 8363, 'country': 'BR', 'sunrise': 1575447301, 'sunset': 1575491661}",-10800.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 8.05, 'deg': 70}"
260,,,404,,,,,city not found,,,,,,,,
261,,,404,,,,,city not found,,,,,,,,
262,model,{'all': 96},200,"{'lon': -134.97, 'lat': -23.12}",1575500669.0,4030556.0,"{'temp': 79.5, 'pressure': 1014, 'humidity': 75, 'temp_min': 79.5, 'temp_max': 79.5, 'sea_level': 1014, 'grnd_level': 1014}",,Rikitea,,,"{'country': 'PF', 'sunrise': 1575468364, 'sunset': 1575516868}",-32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.71, 'deg': 121}"
263,model,{'all': 0},200,"{'lon': 118.82, 'lat': 52.71}",1575500678.0,2013942.0,"{'temp': -24.3, 'pressure': 1046, 'humidity': 92, 'temp_min': -24.3, 'temp_max': -24.3, 'sea_level': 1046, 'grnd_level': 937}",,Ust-Karsk,,,"{'country': 'RU', 'sunrise': 1575503911, 'sunset': 1575532316}",32400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.6, 'deg': 247}"
264,model,{'all': 23},200,"{'lon': 26.49, 'lat': 5.39}",1575500679.0,236950.0,"{'temp': 69.08, 'pressure': 1010, 'humidity': 58, 'temp_min': 69.08, 'temp_max': 69.08, 'sea_level': 1010, 'grnd_level': 937}",,Obo,,,"{'country': 'CF', 'sunrise': 1575518995, 'sunset': 1575561563}",3600.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.34, 'deg': 178}"
265,stations,{'all': 80},200,"{'lon': 18.72, 'lat': 63.29}",1575500679.0,2686469.0,"{'temp': 35.6, 'pressure': 991, 'humidity': 93, 'temp_min': 35.6, 'temp_max': 35.6}",,Ornskoldsvik,,,"{'type': 1, 'id': 1768, 'country': 'SE', 'sunrise': 1575532873, 'sunset': 1575551416}",3600.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 220}"
266,model,{'all': 9},200,"{'lon': -139.03, 'lat': -9.8}",1575500666.0,4020109.0,"{'temp': 80.29, 'pressure': 1012, 'humidity': 66, 'temp_min': 80.29, 'temp_max': 80.29, 'sea_level': 1012, 'grnd_level': 1012}",,Atuona,,,"{'country': 'PF', 'sunrise': 1575470799, 'sunset': 1575516382}",-34200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.07, 'deg': 76}"
267,stations,{'all': 0},200,"{'lon': 17.94, 'lat': -33.01}",1575500679.0,3361934.0,"{'temp': 69.8, 'pressure': 1015, 'humidity': 35, 'temp_min': 69.8, 'temp_max': 69.8}",,Saldanha,,,"{'type': 1, 'id': 1943, 'country': 'ZA', 'sunrise': 1575516751, 'sunset': 1575567912}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.05, 'deg': 150}"
